Gender,Customer_Type,Type_of_Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Departure_Delay,satisfaction,Arrival_Delay
1,1,0,2,3494,5,5,5,5,3,5,5,3,3,3,3,5,3,5,1,0,0,1,0
1,0,0,2,780,4,4,4,3,4,4,2,4,1,2,4,3,4,4,26,23,0,0,0
0,1,1,0,721,1,4,0,4,5,0,5,5,3,2,5,5,4,5,0,0,0,0,0
0,1,1,0,1440,1,4,1,1,5,1,5,5,3,3,3,5,4,5,3,0,0,0,0
1,1,0,2,2624,3,3,3,3,2,2,1,4,4,4,4,2,4,1,0,0,0,1,0
0,1,1,0,493,2,5,2,3,5,2,5,5,5,5,5,4,5,5,15,0,0,0,0
0,1,0,2,307,4,4,4,4,4,5,4,5,5,5,5,3,5,3,19,11,0,1,0
0,1,0,2,2864,1,4,4,4,5,2,3,1,1,1,1,2,1,1,8,0,0,0,0
0,1,0,2,2614,1,4,4,4,5,4,4,1,1,1,1,1,1,2,9,3,0,0,0
0,1,0,2,2633,2,2,2,2,4,5,4,3,3,4,3,5,3,4,0,3,0,1,0
1,1,1,0,489,2,5,2,3,1,4,3,3,3,2,3,4,3,2,0,0,0,0,0
1,1,0,2,3139,2,3,5,5,1,3,3,2,2,2,2,1,2,2,0,0,0,0,0
1,1,0,2,2139,3,3,3,3,5,5,5,5,5,5,5,3,5,4,38,25,0,1,0
0,1,0,0,671,4,1,1,1,4,4,4,4,4,3,1,5,2,4,60,71,1,1,1
1,1,0,2,1578,4,4,2,4,4,5,4,4,4,4,4,5,4,4,0,0,0,1,0
0,1,1,0,1121,3,5,3,3,1,3,1,1,3,4,4,5,4,1,0,0,0,0,0
0,1,1,0,2475,1,3,1,3,1,5,5,2,5,1,5,5,2,5,15,79,0,0,1
1,1,1,0,2454,1,1,1,4,4,3,4,4,4,1,4,2,4,4,0,0,0,0,0
0,1,1,0,872,3,3,3,4,3,3,3,3,4,5,4,3,4,3,0,0,0,0,0
0,1,1,0,1979,2,5,2,3,1,2,1,1,3,5,4,5,5,1,0,29,0,0,0
1,1,0,0,2425,2,5,5,5,5,2,3,2,2,2,2,1,2,2,2,0,0,0,0
0,1,1,0,1306,3,5,2,3,5,2,5,5,4,4,3,5,4,5,0,0,0,0,0
1,0,0,2,1694,5,0,4,2,2,4,2,2,5,2,3,4,5,2,0,0,0,1,0
0,1,1,2,302,1,5,1,1,3,5,4,3,3,1,3,4,3,5,0,0,0,0,0
0,1,0,2,2048,3,2,2,2,5,4,4,3,3,3,3,2,3,1,26,23,0,0,0
0,1,1,0,950,1,5,1,1,4,1,4,4,1,1,3,3,2,4,0,34,0,0,0
0,1,0,2,861,4,5,2,2,3,4,3,4,4,4,4,4,4,4,0,3,0,0,0
1,0,0,0,467,2,0,2,2,2,2,2,2,1,3,2,4,3,2,7,0,0,0,0
1,0,0,2,174,3,3,3,4,5,3,5,5,1,3,3,2,3,5,0,7,0,0,0
1,1,0,2,3218,2,2,5,5,2,2,2,2,1,5,3,4,3,2,16,16,0,0,0
1,1,1,1,143,4,2,4,4,4,4,4,4,1,3,3,3,3,4,12,2,0,1,0
1,0,0,0,255,5,0,4,2,1,4,1,1,5,4,5,5,5,1,0,2,0,1,0
0,1,1,2,284,3,4,3,3,5,5,5,2,2,3,2,4,2,3,0,0,0,0,0
1,1,1,0,404,3,4,3,3,2,1,3,3,3,3,3,5,3,1,7,0,0,0,0
1,0,0,0,279,4,0,4,3,5,4,4,5,3,5,2,4,5,5,10,0,0,1,0
1,1,0,2,1884,1,1,1,1,5,2,5,4,4,5,4,4,4,5,0,0,0,1,0
0,1,1,0,594,3,3,4,4,2,4,2,2,3,1,3,1,2,2,0,0,0,0,0
1,0,0,0,237,3,3,3,3,1,3,1,1,3,3,3,2,3,1,93,123,1,0,1
0,1,0,2,849,5,5,5,5,5,5,4,4,4,4,4,4,4,4,0,0,0,1,0
1,1,0,2,3136,4,4,4,4,5,4,4,4,4,4,4,4,4,3,56,61,1,1,1
0,1,0,1,991,2,1,1,1,1,2,1,1,2,3,4,4,3,1,3,0,0,0,0
1,1,0,2,2133,5,5,1,5,2,3,4,4,4,4,4,5,4,5,26,18,0,1,0
0,1,0,2,3925,5,5,5,5,4,3,4,3,3,3,3,2,3,4,0,0,0,1,0
0,1,1,0,319,4,1,4,4,3,4,3,3,3,3,3,3,4,3,0,0,0,0,0
0,1,0,0,157,5,5,5,5,5,5,5,5,2,3,3,2,2,5,30,49,0,1,1
0,1,0,1,543,3,1,3,3,3,3,3,3,2,3,3,4,4,3,48,42,1,0,0
0,1,0,2,2778,2,2,2,2,4,4,4,4,4,4,4,4,4,4,114,95,1,1,1
0,1,0,2,3882,5,5,5,5,4,4,5,4,4,4,4,3,4,3,1,0,0,1,0
1,1,0,2,2556,2,2,2,2,5,5,5,3,5,3,4,5,3,5,4,10,0,1,0
1,1,0,2,209,5,5,5,5,2,4,5,4,4,4,3,1,4,1,0,2,0,1,0
1,1,1,0,936,0,3,0,3,1,2,1,3,3,0,3,4,3,3,0,0,0,1,0
1,1,1,2,236,3,2,3,2,2,2,3,2,2,3,2,2,2,4,5,0,0,0,0
0,1,1,1,129,1,4,1,3,2,1,2,2,3,3,4,2,4,2,0,0,0,0,0
1,1,1,0,2846,2,4,2,4,2,3,3,4,3,4,5,3,3,3,0,0,0,0,0
1,0,0,0,247,4,5,4,5,5,4,5,5,5,5,4,5,4,5,5,0,0,1,0
1,1,0,2,2187,0,4,0,2,4,4,5,4,3,2,5,5,2,5,277,275,1,1,1
1,0,0,0,522,5,0,5,5,4,5,4,4,5,2,5,5,4,4,0,0,0,1,0
0,1,1,0,1576,4,5,4,5,1,4,1,1,3,3,3,4,4,1,0,0,0,0,0
1,1,1,0,1756,1,2,1,3,3,3,3,5,5,1,5,2,5,2,9,40,0,0,0
0,1,0,2,583,3,2,2,2,5,4,3,3,3,3,3,2,3,1,1,0,0,0,0
0,1,0,2,3548,4,1,4,4,5,5,4,4,4,5,4,5,4,4,0,8,0,1,0
1,1,0,0,944,5,4,4,4,5,5,3,5,3,1,4,1,2,5,0,0,0,1,0
1,1,1,0,522,2,4,2,2,5,4,5,3,3,2,3,3,3,4,10,6,0,0,0
1,0,0,0,1013,2,2,2,2,5,2,5,5,5,1,3,5,2,5,9,29,0,0,0
0,1,1,0,304,1,4,1,1,5,1,1,5,4,3,4,5,5,5,0,2,0,0,0
1,1,0,2,2234,1,1,1,1,4,5,5,2,2,2,2,3,2,3,0,0,0,1,0
0,1,0,1,179,5,3,4,3,5,5,5,5,3,2,5,5,3,5,0,0,0,1,0
1,1,1,0,689,4,5,4,4,2,4,2,2,3,5,4,3,5,2,0,0,0,0,0
1,1,0,2,2317,2,2,2,2,4,4,4,4,5,5,4,3,5,4,3,9,0,1,0
0,1,0,2,2162,3,4,5,5,3,3,4,3,3,3,3,3,3,3,22,14,0,0,0
1,1,0,2,1754,3,3,3,3,5,4,5,3,3,2,3,4,3,5,0,0,0,1,0
0,0,0,0,391,4,3,4,3,5,4,5,5,3,3,4,1,4,5,0,0,0,0,0
1,0,0,2,175,4,4,4,1,5,4,5,5,4,2,5,3,5,5,0,0,0,0,0
0,1,1,0,1379,1,4,1,2,1,1,1,1,4,5,4,5,5,1,11,4,0,0,0
0,1,0,1,2300,2,4,4,4,2,2,2,2,1,4,3,3,4,2,23,46,0,0,1
1,1,0,0,201,1,1,1,1,4,3,4,1,1,1,1,2,1,2,8,14,0,0,0
1,1,0,2,200,3,3,3,3,5,4,5,4,4,4,4,3,4,5,18,79,0,1,1
1,1,0,2,594,5,5,3,5,5,5,4,4,4,4,4,3,4,5,0,0,0,1,0
1,0,0,2,358,2,2,2,3,3,2,3,3,3,3,4,2,4,3,0,0,0,0,0
1,1,0,0,950,3,5,5,5,3,3,3,3,2,3,3,2,4,3,14,8,0,0,0
1,1,0,2,1561,5,5,5,5,3,4,5,4,4,4,4,4,4,4,0,0,0,1,0
1,1,0,2,427,2,4,4,4,1,3,3,2,2,2,2,4,2,1,0,0,0,0,0
1,1,0,2,1663,5,3,5,5,4,4,5,3,3,3,3,3,3,3,0,0,0,1,0
0,0,0,0,526,1,0,1,3,2,1,2,2,1,4,2,5,4,2,0,57,0,0,1
0,1,1,0,965,1,1,1,3,2,1,2,2,1,3,3,1,3,2,0,0,0,0,0
0,1,0,0,2677,0,0,0,3,5,0,5,5,1,2,3,2,5,5,0,0,0,1,0
1,1,1,0,2454,3,1,3,2,1,3,1,1,1,5,3,1,3,1,0,0,0,0,0
0,1,0,2,2159,0,0,0,5,3,5,5,5,5,5,5,5,5,5,0,0,0,1,0
1,1,0,1,1024,4,2,2,2,3,1,4,4,4,4,4,2,4,4,37,55,0,1,1
1,1,0,2,2748,3,3,3,3,3,3,3,3,3,4,3,1,3,3,15,7,0,0,0
1,1,0,2,946,5,5,5,5,3,4,5,4,4,4,4,3,4,5,0,0,0,1,0
0,1,0,2,3489,4,4,4,4,4,4,5,5,5,5,5,3,5,3,0,0,0,1,0
0,1,0,2,589,5,5,4,5,4,4,4,4,4,5,4,5,4,3,9,0,0,1,0
1,1,1,0,554,4,4,4,2,2,4,5,2,3,2,4,4,5,2,0,0,0,0,0
1,0,0,2,731,0,0,0,3,1,0,1,1,3,4,5,3,4,1,10,19,0,1,0
0,1,0,0,1111,3,3,3,3,3,3,3,5,1,4,4,3,1,3,0,0,0,1,0
0,0,0,0,174,3,5,3,4,4,3,4,4,1,2,3,2,1,4,0,0,0,0,0
1,1,1,0,1576,4,4,4,3,5,4,5,5,4,5,5,5,5,5,0,0,0,0,0
0,0,0,0,1217,1,0,0,3,2,0,4,2,3,5,3,3,4,2,0,0,0,0,0
0,1,0,1,1066,4,1,1,1,4,4,4,4,4,5,3,4,4,4,129,119,1,0,1
1,1,0,2,1827,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,0,0,1,0
1,1,1,2,1216,4,1,4,3,4,2,3,1,1,4,2,3,1,4,0,2,0,0,0
1,0,0,0,191,2,1,3,3,4,3,4,4,1,5,4,3,4,4,24,18,0,0,0
0,1,0,2,2920,1,1,4,1,4,5,4,4,4,4,4,4,4,4,9,1,0,1,0
0,1,0,0,368,0,3,0,1,4,0,4,4,4,1,5,3,5,4,5,5,0,1,0
0,1,0,2,1981,1,3,3,3,5,4,4,1,1,1,1,4,1,1,10,6,0,0,0
1,1,0,2,802,3,4,3,3,2,4,5,5,5,4,5,4,5,4,0,0,0,1,0
0,1,1,0,307,1,4,1,1,4,1,4,4,4,2,4,5,5,4,0,6,0,0,0
0,1,0,2,1618,3,1,1,1,3,2,2,3,3,3,3,3,3,2,0,7,0,0,0
0,1,0,2,2061,4,4,4,4,2,2,1,4,4,4,4,1,4,3,0,0,0,1,0
0,1,0,2,2635,5,5,5,5,3,4,4,4,4,4,4,5,4,5,0,0,0,1,0
0,1,0,1,89,5,3,3,3,5,5,5,5,3,5,1,2,3,5,0,11,0,1,0
0,1,0,2,587,5,5,5,5,2,4,4,4,4,4,4,5,4,3,0,0,0,1,0
0,1,0,2,1897,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0,0,1,0
0,0,0,0,632,2,1,2,3,4,2,4,4,3,4,3,4,3,4,0,0,0,0,0
0,1,1,0,1463,4,5,4,3,3,4,5,3,4,4,5,5,5,3,0,0,0,0,0
0,1,1,0,569,2,4,2,3,3,2,3,3,5,5,5,3,4,3,33,28,0,0,0
0,1,0,0,763,5,3,3,3,5,5,5,5,2,4,2,5,3,5,0,34,0,1,0
0,1,0,2,454,3,3,3,3,3,5,4,4,4,4,4,4,4,1,0,1,0,1,0
0,1,0,2,631,1,0,0,4,4,3,3,3,3,0,5,1,3,1,16,16,0,0,0
1,1,1,0,455,2,5,2,4,3,4,5,4,4,2,4,4,4,5,0,0,0,0,0
1,1,1,0,1121,2,5,2,4,5,4,4,4,4,2,1,3,4,3,6,4,0,0,0
0,1,1,1,721,2,3,2,3,5,2,5,5,2,5,3,4,3,5,26,16,0,0,0
1,0,0,2,239,4,0,5,5,1,5,1,1,4,4,4,5,5,1,0,1,0,1,0
1,0,0,0,874,2,2,2,3,2,2,2,2,4,5,3,4,2,2,0,0,0,0,0
0,1,1,0,447,1,5,1,5,2,1,3,2,5,2,4,5,4,2,0,0,0,0,0
0,0,0,2,550,5,4,5,4,4,5,4,4,5,4,4,5,5,4,25,18,0,1,0
1,1,0,2,1947,4,4,4,4,5,5,5,5,4,4,4,5,5,5,493,485,1,1,1
1,1,1,0,2402,5,4,5,4,1,5,1,1,1,5,3,1,4,1,0,0,0,1,0
1,1,1,0,399,0,2,0,3,3,4,3,1,1,0,1,3,1,1,0,0,0,1,0
1,1,0,0,446,3,4,4,4,5,2,2,3,3,3,3,3,3,1,1,0,0,0,0
1,1,0,2,829,1,1,1,1,3,5,5,5,5,5,5,4,5,4,28,27,0,1,0
0,1,0,2,2935,5,5,5,5,3,4,5,5,5,5,5,3,5,3,3,2,0,1,0
0,1,1,0,760,2,2,3,1,1,3,1,1,2,4,2,4,2,1,72,60,1,0,1
0,1,0,2,1975,3,2,2,2,5,3,2,3,3,3,3,2,3,2,0,0,0,0,0
1,1,0,2,3529,4,4,4,4,1,4,4,4,4,4,4,1,4,5,0,0,0,1,0
0,1,0,2,1440,5,5,3,5,4,4,5,4,4,4,4,4,4,3,26,31,0,1,0
0,1,0,2,3490,3,3,3,3,2,4,4,5,5,5,5,4,5,4,0,0,0,1,0
0,1,0,2,756,3,3,3,3,3,4,4,4,4,4,4,3,4,5,9,0,0,1,0
1,0,0,0,1149,3,3,3,3,2,3,3,2,2,1,3,1,4,2,6,57,0,0,1
1,1,1,0,236,2,1,0,4,4,0,4,4,4,3,3,3,3,4,0,0,0,0,0
1,0,0,0,1249,2,2,2,1,2,2,2,2,5,5,2,4,2,2,0,0,0,0,0
1,1,1,0,1166,4,1,5,2,2,2,3,4,4,5,4,2,4,1,5,0,0,0,0
0,0,0,0,189,1,3,1,3,3,1,3,3,2,5,3,3,4,3,1,2,0,0,0
0,1,1,0,650,0,4,0,4,2,0,2,2,4,2,4,2,4,2,0,0,0,1,0
1,0,0,1,765,1,1,1,3,2,1,2,2,2,2,1,3,3,2,0,0,0,0,0
0,1,1,1,1105,4,4,4,1,2,4,2,2,4,2,4,2,2,2,6,0,0,0,0
0,1,0,0,592,1,2,2,2,1,1,1,1,4,1,4,4,4,1,0,0,0,0,0
0,1,0,2,609,1,4,4,4,1,3,4,1,1,1,1,4,1,4,14,27,0,0,0
1,1,0,2,223,3,3,3,3,4,4,5,4,1,4,3,2,2,4,0,2,0,1,0
0,1,0,2,3283,5,5,5,5,5,3,5,5,5,5,5,5,5,4,0,0,0,1,0
0,1,0,2,372,2,2,2,2,2,4,4,4,4,5,4,4,4,5,13,10,0,1,0
0,0,0,2,1059,0,4,0,3,3,0,3,3,4,2,3,5,4,3,5,0,0,1,0
0,1,0,2,2923,5,5,5,5,5,5,4,4,4,4,4,5,4,4,6,0,0,1,0
1,1,1,0,589,1,5,1,5,2,1,2,2,5,5,5,4,4,2,6,0,0,0,0
0,1,0,2,859,3,3,3,3,2,4,4,5,5,5,5,3,5,4,0,5,0,1,0
1,1,0,1,802,4,3,3,3,4,4,4,4,4,3,3,2,4,4,3,7,0,0,0
0,1,0,2,371,3,5,5,5,2,3,3,3,3,3,3,2,3,1,7,7,0,0,0
1,0,0,2,997,4,5,4,3,4,4,3,4,4,3,4,4,4,4,41,30,0,1,0
1,1,0,2,134,4,4,4,4,3,4,4,4,4,4,5,4,4,5,0,0,0,1,0
1,1,1,0,391,1,3,1,4,1,4,3,4,4,1,4,3,4,1,72,62,1,0,1
1,0,0,0,748,5,5,5,4,5,5,5,5,5,4,4,3,4,5,0,0,0,1,0
0,1,0,2,3484,1,1,1,1,5,5,5,5,5,2,5,3,4,5,0,0,0,1,0
1,1,0,2,821,1,4,4,4,1,1,1,1,3,1,3,4,3,1,0,0,0,0,0
1,1,0,2,480,5,5,5,5,4,4,5,4,4,4,4,5,4,5,0,0,0,1,0
1,0,0,0,1009,2,2,2,4,4,2,4,4,5,2,5,4,4,4,0,0,0,0,0
1,1,1,1,328,3,1,3,2,3,3,3,3,2,1,2,2,3,3,32,28,0,0,0
1,1,1,0,101,4,1,4,2,3,4,3,3,1,4,2,4,3,3,0,0,0,0,0
1,0,0,1,1008,5,0,5,4,1,5,1,1,1,3,2,2,2,1,0,0,0,1,0
1,1,0,1,296,3,2,2,2,5,4,3,2,2,3,2,2,2,2,11,11,0,0,0
1,1,0,2,1624,5,5,5,5,4,4,4,4,3,5,4,3,4,4,0,0,0,1,0
1,1,0,2,3616,5,5,2,5,2,4,4,4,4,4,4,4,4,4,0,0,0,1,0
0,1,1,0,1105,3,4,3,4,4,3,5,4,4,2,4,4,5,4,0,11,0,0,0
1,1,0,0,484,4,1,1,1,2,3,3,4,4,4,4,3,4,3,4,0,0,1,0
1,1,1,0,1558,2,4,1,2,1,1,1,1,4,3,5,5,4,1,1,0,0,0,0
1,1,0,2,3632,1,1,3,1,2,5,4,5,5,5,5,5,5,2,0,0,0,1,0
0,1,0,1,280,3,4,4,4,3,3,3,3,4,5,4,1,4,3,0,0,0,0,0
1,0,0,0,451,5,4,5,4,4,5,3,4,4,5,2,2,4,4,0,0,0,1,0
1,1,0,2,2422,2,2,5,2,4,4,3,4,4,4,4,4,4,4,0,0,0,1,0
1,1,0,0,1076,3,5,5,5,3,3,3,2,1,2,2,3,4,3,332,336,1,0,1
0,1,0,2,2980,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,29,0,1,0
0,1,0,2,1107,3,3,3,3,5,5,4,4,4,4,4,5,4,3,0,0,0,1,0
0,0,0,0,925,3,3,3,3,5,3,5,5,4,5,3,1,4,5,11,11,0,0,0
0,1,0,2,1624,4,4,4,4,4,5,5,5,5,5,5,5,5,3,0,0,0,1,0
0,1,0,2,3995,3,1,1,1,2,3,3,3,3,3,3,1,3,4,0,0,0,0,0
1,1,0,2,562,3,3,3,3,5,5,4,5,5,4,5,3,5,3,26,21,0,1,0
1,0,0,1,491,3,3,3,4,1,3,1,1,4,5,3,3,4,1,15,11,0,0,0
0,0,0,0,534,2,3,2,4,5,2,5,5,1,5,4,1,3,5,0,0,0,0,0
0,1,0,2,3783,5,5,3,5,4,5,4,3,3,3,3,4,3,5,0,13,0,1,0
1,1,0,2,2454,1,1,5,1,5,5,5,5,4,3,3,5,5,5,0,0,0,1,0
0,1,1,0,373,3,4,3,3,1,3,1,1,1,4,4,2,4,1,0,0,0,0,0
0,1,1,0,213,1,5,1,1,5,1,5,5,4,5,5,3,4,5,0,0,0,0,0
1,1,1,0,817,5,1,5,4,4,3,4,2,2,5,2,2,2,3,0,0,0,1,0
0,0,0,0,319,3,2,3,3,4,3,4,4,4,3,3,3,3,4,14,4,0,0,0
0,1,1,0,301,1,4,1,3,4,1,4,4,1,1,4,2,3,4,0,0,0,0,0
1,1,0,2,813,1,1,4,1,5,5,5,5,3,3,4,4,4,5,0,0,0,1,0
0,1,1,0,370,3,5,4,2,1,4,1,1,4,2,5,3,3,1,9,0,0,0,0
1,1,0,0,368,2,5,5,5,3,4,4,2,2,2,2,3,2,4,2,7,0,0,0
0,1,0,0,610,4,4,5,4,4,4,4,4,2,2,4,3,1,4,27,47,0,1,1
0,1,0,2,3801,3,3,3,3,5,5,5,5,4,5,5,5,5,5,0,0,0,1,0
0,1,0,0,617,4,2,2,2,4,4,4,4,5,1,4,3,2,4,0,0,0,1,0
0,1,0,1,813,1,1,5,1,1,1,1,1,1,1,3,2,4,1,7,4,0,0,0
1,1,0,2,468,1,1,1,1,2,1,1,3,3,5,3,2,3,5,1,12,0,1,0
0,1,1,0,369,5,4,5,2,5,5,4,5,3,1,5,3,5,5,0,0,0,1,0
0,1,0,1,351,5,4,4,4,5,5,5,5,3,5,5,1,4,5,0,0,0,1,0
1,0,0,0,313,2,0,2,3,3,2,3,3,5,4,2,2,2,3,0,21,0,0,0
1,1,1,0,214,4,1,0,4,3,4,4,1,1,0,1,2,1,1,0,0,0,0,0
0,1,1,0,304,3,4,3,1,3,3,3,3,4,2,5,4,5,3,13,6,0,0,0
0,1,1,0,594,1,4,1,4,4,1,3,4,3,1,2,1,4,4,36,52,0,0,1
1,1,0,2,393,3,1,1,1,5,4,3,3,3,3,3,1,3,3,14,17,0,0,0
0,1,0,2,1670,3,2,2,2,3,3,3,3,1,1,3,2,4,3,125,128,1,0,1
1,1,0,0,833,5,4,4,4,2,1,2,5,5,5,5,5,5,5,0,0,0,1,0
1,1,1,0,118,2,4,2,1,5,2,3,5,1,4,1,4,3,5,0,0,0,0,0
0,1,0,0,316,2,5,2,5,2,2,2,2,3,4,2,2,2,2,55,48,1,0,1
0,1,1,0,223,2,5,2,3,3,2,3,3,4,2,4,4,4,3,32,46,0,0,1
1,0,0,0,740,3,3,3,3,3,3,3,3,5,3,1,4,5,3,0,0,0,0,0
1,1,1,2,100,2,3,2,1,2,5,1,2,2,2,4,2,2,4,0,0,0,0,0
1,1,0,2,3207,3,3,3,3,2,5,4,5,5,5,5,4,5,5,102,97,1,1,1
1,1,0,2,236,2,3,4,3,4,3,3,2,2,2,2,1,2,3,3,0,0,0,0
1,1,1,0,550,2,4,3,3,4,3,4,4,3,5,4,3,4,4,18,13,0,0,0
1,1,0,2,491,4,2,2,2,5,3,3,4,4,4,4,3,4,1,13,29,0,0,0
1,1,0,2,3892,2,2,2,2,2,2,2,2,1,4,3,2,3,2,1,0,0,0,0
1,1,0,0,562,5,3,4,4,5,3,2,5,5,5,5,5,5,1,12,11,0,1,0
1,1,0,2,1009,5,5,5,5,3,5,4,5,5,5,5,3,5,3,0,0,0,1,0
0,1,0,2,2068,2,2,2,2,3,2,2,2,2,3,2,4,2,4,0,0,0,0,0
1,1,0,2,3923,3,3,3,3,3,3,3,3,1,4,4,2,3,3,1,0,0,0,0
0,1,0,2,1547,2,2,2,2,3,4,4,2,2,2,2,4,2,5,34,18,0,1,0
0,0,0,2,347,3,3,3,3,4,3,4,4,4,1,3,1,3,4,0,0,0,0,0
1,1,0,0,199,3,4,4,4,3,3,3,3,3,3,3,1,3,4,0,0,0,0,0
0,0,0,0,212,1,4,1,4,5,1,5,5,4,1,4,4,4,5,9,11,0,0,0
0,0,0,2,223,1,1,1,1,5,1,5,5,4,2,4,3,4,5,0,5,0,0,0
1,0,0,0,539,2,5,2,3,5,2,5,5,2,5,3,1,5,5,0,0,0,0,0
0,1,1,0,1262,1,4,1,1,5,1,5,5,3,3,4,4,4,5,0,0,0,0,0
1,1,0,2,3984,2,2,2,2,5,5,4,5,5,5,5,5,5,3,12,4,0,1,0
0,1,0,1,1044,4,4,4,4,4,4,4,4,2,3,4,1,3,4,15,12,0,0,0
0,1,0,2,3090,3,1,1,1,3,3,3,3,1,1,1,5,1,3,10,4,0,0,0
0,1,1,0,1235,0,5,0,4,4,0,4,4,5,5,3,4,5,4,0,0,0,1,0
1,1,0,2,383,3,3,3,3,2,2,3,3,3,2,3,3,3,1,0,0,0,0,0
1,1,1,0,874,1,2,1,3,1,2,3,2,2,1,3,3,2,4,0,12,0,0,0
0,1,1,0,697,2,5,2,1,2,2,2,2,5,5,5,4,4,2,0,0,0,0,0
1,1,0,2,312,1,4,4,4,1,1,1,1,4,5,4,4,4,1,29,29,0,0,0
0,1,0,2,1084,2,1,1,1,3,4,4,2,2,2,2,1,2,4,0,0,0,0,0
0,1,0,2,861,1,1,1,1,2,2,2,2,4,2,5,4,5,2,0,0,0,1,0
1,1,1,0,129,2,4,0,1,3,5,5,2,2,0,2,3,2,4,0,3,0,0,0
0,1,1,2,189,3,4,3,2,3,3,3,3,2,5,4,2,1,3,1,2,0,0,0
1,1,1,0,299,1,5,3,1,3,3,3,4,4,5,5,3,3,3,136,156,1,0,1
0,1,0,0,196,5,2,2,2,5,5,5,5,1,5,3,3,4,5,0,0,0,1,0
0,1,1,0,460,5,5,5,2,5,5,4,5,4,3,5,5,5,5,0,0,0,1,0
1,0,0,0,605,0,0,0,1,4,0,4,4,2,3,5,1,3,4,0,0,0,1,0
0,1,1,0,937,2,5,2,5,5,2,5,5,3,2,5,4,4,5,0,0,0,0,0
0,1,1,0,1846,4,4,4,4,4,4,4,4,3,1,2,2,3,4,40,46,0,0,1
0,0,0,2,404,0,1,1,2,4,1,4,4,3,2,4,5,4,4,31,20,0,1,0
1,1,1,0,1334,1,5,1,4,2,5,4,3,3,1,3,5,3,4,3,0,0,0,0
1,1,1,0,473,1,5,1,3,1,1,1,1,1,5,5,5,2,1,14,5,0,0,0
1,1,0,2,2486,2,2,2,2,2,2,2,2,3,1,2,2,3,2,0,14,0,0,0
0,1,0,2,1797,3,3,3,3,5,4,2,4,4,4,4,2,4,4,60,55,1,1,1
1,1,0,0,282,4,4,4,4,1,1,2,4,4,4,4,3,4,4,64,69,1,1,1
1,0,0,2,472,4,4,4,1,3,4,3,3,5,5,5,3,5,3,11,0,0,1,0
1,1,0,0,191,4,5,4,4,4,4,4,4,1,5,3,3,3,4,8,0,0,1,0
1,0,0,0,1008,3,2,2,3,1,2,1,1,5,3,3,4,2,1,0,0,0,0,0
0,1,0,2,1337,5,5,1,5,5,5,5,5,5,5,4,5,4,5,0,0,0,1,0
0,1,0,2,592,4,4,4,4,2,5,5,4,4,4,4,5,4,3,0,0,0,1,0
0,1,0,0,661,3,3,1,3,3,3,3,3,1,3,3,3,3,3,35,59,0,0,1
1,1,0,2,604,2,2,3,2,4,4,5,4,4,4,4,3,4,5,0,0,0,1,0
0,1,1,0,1089,4,5,4,4,2,4,2,2,5,4,5,5,1,2,0,32,0,0,0
0,1,0,2,3660,3,1,1,1,3,3,4,3,3,3,3,3,3,4,0,0,0,0,0
0,1,0,2,1623,4,4,4,4,5,5,5,5,4,4,4,4,4,5,0,0,0,1,0
1,0,0,2,2125,4,4,4,1,2,4,2,2,4,5,5,4,5,2,3,3,0,0,0
0,1,0,2,1023,2,2,2,2,3,5,4,5,5,5,5,5,5,5,4,0,0,1,0
1,0,0,2,316,1,1,1,3,4,1,4,4,3,3,4,3,4,4,0,1,0,0,0
0,1,0,2,3648,2,1,4,4,3,2,2,2,2,2,2,4,2,2,42,25,0,0,0
0,1,0,2,2436,5,5,5,5,5,5,4,5,5,5,5,3,5,4,0,0,0,1,0
1,1,1,0,402,0,4,0,4,3,4,5,2,2,0,2,4,2,4,0,0,0,1,0
0,1,0,2,134,5,5,5,5,2,4,4,3,3,4,5,4,3,4,0,0,0,1,0
1,1,1,0,689,1,4,1,2,1,1,1,1,4,4,5,3,4,1,0,1,0,0,0
0,1,0,2,3732,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0,0,1,0
0,1,1,0,2342,1,4,2,1,2,2,2,2,2,5,2,5,4,2,0,1,0,0,0
1,1,0,2,2065,2,1,1,1,5,4,4,2,2,2,2,2,2,1,0,0,0,0,0
0,1,0,2,2342,3,3,3,3,5,5,5,5,5,5,5,4,5,5,0,0,0,1,0
0,1,1,0,173,3,4,3,3,3,3,3,3,4,2,3,1,3,3,93,99,1,0,1
0,1,1,0,368,2,4,2,4,1,2,1,1,2,3,2,5,5,1,0,0,0,0,0
1,1,0,0,748,5,1,1,1,2,4,5,4,4,5,4,4,4,5,49,49,1,1,1
1,1,0,2,1903,3,3,3,3,2,4,4,5,5,5,5,5,5,4,0,0,0,1,0
1,0,0,0,1069,1,1,1,3,2,1,2,2,4,2,4,3,3,2,0,0,0,0,0
1,1,0,2,3894,1,1,1,1,3,1,5,5,5,5,3,1,5,2,0,50,0,1,1
